
2026-05-23 23:18:32,PAPER,C-BTC-75800-240526,23,SELL,119.4224,118.5561,1,179.1336,5.9711,0.8663,313.8663,MANUAL EXIT
2026-05-23 23:18:32,PAPER,P-BTC-74800-240526,23,SELL,100.6289,101.6416,1,150.9433,5.0314,-1.0128,312.8535,MANUAL EXIT
